date,name,value,value_norm
1968-03-01,Furnas,959,0.21249648184632705
1968-04-01,Furnas,612,0.11483253588516745
1968-05-01,Furnas,471,0.075147762454264
1968-06-01,Furnas,409,0.057697720236419926
1968-07-01,Furnas,358,0.04334365325077399
1968-08-01,Furnas,367,0.04587672389529974
1968-09-01,Furnas,363,0.044750914719954966
1968-10-01,Furnas,453,0.0700816211652125
1968-11-01,Furnas,390,0.05235012665353222
1968-12-01,Furnas,1337,0.31888544891640863
1969-01-01,Furnas,1171,0.2721643681396003
1969-02-01,Furnas,1193,0.27835631860399657
1969-03-01,Furnas,966,0.2144666479031804
1969-04-01,Furnas,636,0.12158739093723614
1969-05-01,Furnas,413,0.0588235294117647
1969-06-01,Furnas,436,0.06529693216999718
1969-07-01,Furnas,338,0.0377146073740501
1969-08-01,Furnas,313,0.03067830002814522
1969-09-01,Furnas,214,0.0028145229383619436
1969-10-01,Furnas,478,0.07711792851111737
1969-11-01,Furnas,1241,0.29186602870813394
1969-12-01,Furnas,1143,0.26428370391218686
1970-01-01,Furnas,1412,0.33999437095412327
1970-02-01,Furnas,1280,0.3028426681677455
1970-03-01,Furnas,1321,0.31438221221502954
1970-04-01,Furnas,761,0.15676892766676048
1970-05-01,Furnas,534,0.09287925696594426
1970-06-01,Furnas,446,0.06811145510835914
1970-07-01,Furnas,430,0.06360821840698
1970-08-01,Furnas,347,0.04024767801857585
1970-09-01,Furnas,614,0.11539544047283987
1970-10-01,Furnas,527,0.09090909090909091
1970-11-01,Furnas,827,0.17534477905994933
1970-12-01,Furnas,555,0.09878975513650437
1971-01-01,Furnas,612,0.11483253588516745
1971-02-01,Furnas,357,0.043062200956937795
1971-03-01,Furnas,477,0.07683647621728118
1971-04-01,Furnas,401,0.05544610188573037
1971-05-01,Furnas,310,0.029833943146636642
1971-06-01,Furnas,365,0.04531381930762735
1971-07-01,Furnas,309,0.02955249085280045
1971-08-01,Furnas,218,0.003940332113706722
1971-09-01,Furnas,232,0.007880664227413452
1971-10-01,Furnas,470,0.0748663101604278
1971-11-01,Furnas,533,0.09259780467210807
1971-12-01,Furnas,1546,0.37770897832817335
1972-01-01,Furnas,1319,0.31381930762735716
1972-02-01,Furnas,1776,0.4424430059104981
1972-03-01,Furnas,1623,0.3993808049535603
1972-04-01,Furnas,892,0.193639178159302
1972-05-01,Furnas,596,0.11032929918378834
1972-06-01,Furnas,469,0.07458485786659161
1972-07-01,Furnas,618,0.11652124964818464
1972-08-01,Furnas,442,0.06698564593301434
1972-09-01,Furnas,384,0.05066141289051506
1972-10-01,Furnas,694,0.13791162397973544
1972-11-01,Furnas,1132,0.2611877286799887
1972-12-01,Furnas,1290,0.3056571911061075
1973-01-01,Furnas,1587,0.3892485223754573
1973-02-01,Furnas,1428,0.34449760765550236
1973-03-01,Furnas,920,0.20151984238671547
1973-04-01,Furnas,1133,0.26146918097382493
1973-05-01,Furnas,662,0.1289051505769772
1973-06-01,Furnas,502,0.08387278356318603
1973-07-01,Furnas,438,0.06585983675766957
1973-08-01,Furnas,380,0.049535603715170275
1973-09-01,Furnas,333,0.03630734590486912
1973-10-01,Furnas,486,0.07936954686180692
1973-11-01,Furnas,739,0.1505769772023642
1973-12-01,Furnas,1409,0.33915001407261464
1974-01-01,Furnas,1830,0.4576414297776526
1974-02-01,Furnas,1064,0.24204897269912748
1974-03-01,Furnas,1544,0.37714607374050096
1974-04-01,Furnas,1118,0.257247396566282
1974-05-01,Furnas,673,0.13200112580917533
1974-06-01,Furnas,661,0.12862369828314102
1974-07-01,Furnas,512,0.08668730650154799
1974-08-01,Furnas,405,0.05657191106107514
1974-09-01,Furnas,314,0.030959752321981414
1974-10-01,Furnas,411,0.05826062482409231
1974-11-01,Furnas,394,0.053475935828877004
1974-12-01,Furnas,1095,0.2507739938080495
1975-01-01,Furnas,1460,0.3535040810582606
1975-02-01,Furnas,1555,0.3802420489726991
1975-03-01,Furnas,871,0.1877286799887419
1975-04-01,Furnas,704,0.14072614691809737
1975-05-01,Furnas,502,0.08387278356318603
1975-06-01,Furnas,380,0.049535603715170275
1975-07-01,Furnas,414,0.05910498170560089
1975-08-01,Furnas,261,0.016042780748663103
1975-09-01,Furnas,241,0.010413734871939202
1975-10-01,Furnas,456,0.07092597804672107
1975-11-01,Furnas,987,0.2203771460737405
1975-12-01,Furnas,1196,0.2792006754855052
1976-01-01,Furnas,958,0.21221502955249086
1976-02-01,Furnas,1143,0.26428370391218686
1976-03-01,Furnas,1266,0.2989023360540388
1976-04-01,Furnas,962,0.21334083872783563
1976-05-01,Furnas,775,0.1607092597804672
1976-06-01,Furnas,753,0.15451730931607094
1976-07-01,Furnas,784,0.16324233042499298
1976-08-01,Furnas,744,0.15198423867154517
1976-09-01,Furnas,1068,0.24317478187447225
1976-10-01,Furnas,917,0.2006754855052069
1976-11-01,Furnas,1373,0.32901773149451163
1976-12-01,Furnas,1915,0.48156487475372917
1977-01-01,Furnas,1986,0.5015479876160991
1977-02-01,Furnas,1616,0.39741063889670697
1977-03-01,Furnas,1193,0.27835631860399657
1977-04-01,Furnas,1189,0.2772305094286518
1977-05-01,Furnas,698,0.13903743315508021
1977-06-01,Furnas,596,0.11032929918378834
1977-07-01,Furnas,467,0.07402195327891922
1977-08-01,Furnas,363,0.044750914719954966
1977-09-01,Furnas,583,0.10667041936391783
1977-10-01,Furnas,420,0.06079369546861806
1977-11-01,Furnas,832,0.17675204052913032
1977-12-01,Furnas,1449,0.35040810582606247
1978-01-01,Furnas,1919,0.48269068392907394
1978-02-01,Furnas,1268,0.2994652406417112
1978-03-01,Furnas,1224,0.2870813397129186
1978-04-01,Furnas,756,0.15536166619757952
1978-05-01,Furnas,707,0.14157050379960598
1978-06-01,Furnas,699,0.1393188854489164
1978-07-01,Furnas,495,0.08190261750633268
1978-08-01,Furnas,372,0.04728398536448072
1978-09-01,Furnas,354,0.042217844075429216
1978-10-01,Furnas,494,0.08162116521249649
1978-11-01,Furnas,892,0.193639178159302
1978-12-01,Furnas,1100,0.25218125527723045
1979-01-01,Furnas,1385,0.332395159020546
1979-02-01,Furnas,2413,0.6217281170841542
1979-03-01,Furnas,1422,0.3428088938924852
1979-04-01,Furnas,963,0.21362229102167182
1979-05-01,Furnas,808,0.16999718547706164
1979-06-01,Furnas,642,0.1232761047002533
1979-07-01,Furnas,578,0.10526315789473684
1979-08-01,Furnas,552,0.09794539825499579
1979-09-01,Furnas,733,0.14888826343934702
1979-10-01,Furnas,527,0.09090909090909091
1979-11-01,Furnas,946,0.2088376020264565
1979-12-01,Furnas,1651,0.4072614691809738
1980-01-01,Furnas,2690,0.6996904024767802
1980-02-01,Furnas,1929,0.485505206867436
1980-03-01,Furnas,1121,0.25809175344779056
1980-04-01,Furnas,1709,0.4235857022234731
1980-05-01,Furnas,915,0.20011258091753445
1980-06-01,Furnas,784,0.16324233042499298
1980-07-01,Furnas,674,0.13228257810301153
1980-08-01,Furnas,487,0.07965099915564311
1980-09-01,Furnas,492,0.0810582606248241
1980-10-01,Furnas,459,0.07177033492822968
